TestID;Number of Peers;P2P Algorithm;Total Duration [s];Total Received Bytes;Minimum Transfer Time Error Rate [%];Average Transfer Time Error Rate [%];Maximum Transfer Time Error Rate [%];Same PDF File;Maximum Connection Time [s];Minimum Connection Time [s];Average Connection Time [s];Maximum Transfer Time [s];Minimum Transfer Time [s];Average Transfer Time [s];Maximum Total Time [s];Minimum Total Time [s];Average Total Time [s];Maximum Latency Error Rate [%];Minimum Latency Error Rate [%];Average Latency Error Rate [%];Maximum Bandwidth Error Rate [%];Minimum Bandwidth Error Rate [%];Average Bandwidth Error Rate [%];Smallest Bandwidth [Kbps]
Test1;5;USED;10.06;2239815;2.61;9.27;20.81;TRUE;6.18;0.13;1.34;5.56;0.83;2.73;7.01;2.53;4.08;0.54;0.29;0.35;2.39;1.57;2.03;3302
Test2;5;USED;13.89;4293938;1.67;5.12;10.92;TRUE;6.19;0.13;1.34;10.57;1.46;5.11;10.71;4.61;6.46;0.54;0.30;0.36;2.52;1.57;2.03;3302
Test3;5;USED;24.76;8869498;1.16;2.84;5.73;TRUE;12.26;0.13;2.56;21.73;2.87;10.40;21.88;9.24;12.97;0.53;0.27;0.34;2.39;1.57;2.00;3302
Test4;5;USED;42.68;15890720;0.96;1.86;3.52;TRUE;18.33;0.13;3.77;38.87;5.05;18.53;39.00;16.36;22.31;0.52;0.29;0.35;2.39;1.57;2.03;3302
Test5;5;USED;82.03;32095088;0.83;1.29;2.08;TRUE;36.56;0.13;7.42;78.40;10.05;37.30;78.54;32.78;44.72;0.53;0.29;0.35;2.39;1.57;2.00;3302
Test6;5;USED;166.68;67108864;0.76;1.03;1.35;TRUE;73.02;0.13;14.71;163.82;20.87;77.87;163.96;68.26;92.58;0.53;0.28;0.35;2.39;1.57;2.00;3302
Test7;5;USED;330.38;134217728;0.72;0.83;1.00;TRUE;139.89;0.13;28.09;327.55;41.61;155.53;327.69;136.27;183.62;0.54;0.28;0.35;2.39;1.57;2.03;3302
Test8;5;NOT USED;8.39;2239815;0.70;1.75;7.22;TRUE;0.14;0.13;0.13;5.56;3.14;3.64;5.71;3.28;3.78;0.54;0.34;0.39;1.88;1.57;1.75;3302
Test9;5;NOT USED;13.96;4293938;0.70;1.22;3.05;TRUE;0.14;0.13;0.14;10.58;5.92;6.86;10.71;6.06;7.00;0.54;0.34;0.39;2.05;1.57;1.82;3302
Test10;5;NOT USED;25.02;8869498;0.70;0.97;2.17;TRUE;0.14;0.13;0.13;21.73;12.10;14.04;21.87;12.24;14.18;0.52;0.33;0.40;2.05;1.57;1.78;3302
Test11;5;NOT USED;42.25;15890720;0.70;0.88;1.66;TRUE;0.14;0.13;0.13;38.86;21.59;25.07;39.00;21.72;25.21;0.53;0.33;0.39;2.05;1.57;1.78;3302
Test12;5;NOT USED;81.89;32095088;0.70;0.79;1.16;TRUE;0.14;0.13;0.13;78.39;43.48;50.48;78.53;43.62;50.62;0.53;0.34;0.39;2.05;1.57;1.82;3302
Test13;5;NOT USED;166.54;67108864;0.70;0.75;0.89;TRUE;0.14;0.13;0.13;163.86;90.81;105.43;163.99;90.95;105.57;0.53;0.34;0.40;2.05;1.57;1.78;3302
Test14;5;NOT USED;331.60;134217728;0.70;0.73;0.78;TRUE;0.15;0.13;0.14;327.55;181.48;210.70;327.70;181.62;210.84;0.54;0.33;0.40;2.21;1.57;1.82;3302
;;;;;;;;;;;;;;;;;;;;;;;;
Test1;10;USED;17.28;2239815;1.39;5.37;10.35;TRUE;9.22;0.12;3.48;6.97;1.46;3.24;13.17;3.39;6.72;0.97;0.28;0.43;2.65;0.94;1.83;2606
Test2;10;USED;27.40;4293938;1.01;3.17;5.85;TRUE;12.32;0.13;5.00;13.31;2.74;6.10;22.56;6.28;11.11;0.94;0.30;0.43;2.65;0.94;1.79;2606
Test3;10;USED;50.01;8869498;0.85;1.89;3.76;TRUE;18.36;0.12;8.35;27.45;5.51;12.49;45.82;12.71;20.84;0.98;0.29;0.44;2.65;0.94;1.81;2606
Test4;10;USED;79.70;15890720;0.78;1.36;2.06;TRUE;27.72;0.13;12.92;49.16;9.85;22.29;76.65;22.58;35.21;0.95;0.29;0.43;2.65;0.94;1.79;2606
Test5;10;USED;151.20;32095088;0.74;1.02;1.30;TRUE;49.18;0.12;24.49;99.26;19.76;44.91;148.04;45.35;69.41;0.96;0.30;0.43;2.65;0.94;1.79;2606
Test6;10;USED;308.15;67108864;0.72;0.86;1.10;TRUE;98.22;0.13;48.86;207.51;41.19;93.77;304.96;94.56;142.64;0.94;0.31;0.44;2.48;0.94;1.71;2606
Test7;10;USED;610.88;134217728;0.74;0.78;0.84;TRUE;194.52;0.13;96.38;415.07;82.34;187.45;606.83;188.88;283.84;0.99;0.30;0.44;2.48;0.94;1.71;2606
Test8;10;NOT USED;11.56;2239815;0.70;1.53;3.05;TRUE;0.16;0.12;0.14;7.01;6.31;6.40;7.15;6.44;6.54;0.64;0.41;0.56;1.90;1.55;1.68;2606
Test9;10;NOT USED;17.65;4293938;0.70;1.14;1.89;TRUE;0.16;0.13;0.14;13.36;12.03;12.18;13.50;12.16;12.32;0.64;0.49;0.57;1.90;1.55;1.68;2606
Test10;10;NOT USED;31.29;8869498;0.70;0.92;1.30;TRUE;0.17;0.13;0.14;27.50;24.76;25.05;27.64;24.90;25.20;0.64;0.42;0.57;1.90;1.55;1.68;2606
Test11;10;NOT USED;53.77;15890720;0.70;0.83;1.03;TRUE;0.16;0.13;0.14;49.21;44.30;44.81;49.36;44.44;44.95;0.64;0.42;0.56;1.90;1.55;1.68;2606
Test12;10;NOT USED;104.13;32095088;0.70;0.77;0.88;TRUE;0.16;0.13;0.14;99.33;89.39;90.41;99.47;89.52;90.55;0.64;0.42;0.57;1.90;1.55;1.68;2606
Test13;10;NOT USED;211.33;67108864;0.70;0.74;0.79;TRUE;0.16;0.13;0.14;207.57;186.82;188.93;207.71;186.96;189.07;0.64;0.41;0.56;1.90;1.55;1.68;2606
Test14;10;NOT USED;418.96;134217728;0.70;0.72;0.78;TRUE;0.16;0.13;0.14;415.00;373.57;377.73;415.14;373.70;377.87;0.64;0.42;0.56;1.90;1.55;1.68;2606
;;;;;;;;;;;;;;;;;;;;;;;;
Test1;20;USED;22.08;2239815;1.08;2.90;7.06;TRUE;12.28;0.11;5.14;9.24;1.75;5.36;18.44;4.72;10.51;1.44;0.32;0.71;1.87;0.99;1.36;1964
Test2;20;USED;36.62;4293938;0.90;1.90;3.97;TRUE;15.40;0.12;8.49;17.66;3.27;10.22;33.07;8.87;18.71;1.47;0.35;0.71;1.87;0.99;1.36;1964
Test3;20;USED;64.25;8869498;0.80;1.27;2.18;TRUE;24.56;0.12;14.12;36.43;6.64;21.02;60.99;18.11;35.15;1.43;0.36;0.71;2.02;0.99;1.37;1964
Test4;20;USED;108.33;15890720;0.75;1.01;1.62;TRUE;39.82;0.12;22.80;65.23;11.81;37.60;105.06;32.30;60.40;1.43;0.35;0.71;2.02;0.99;1.37;1964
Test5;20;USED;204.86;32095088;0.72;0.85;1.06;TRUE;70.41;0.12;44.56;131.76;23.77;75.87;202.07;65.06;120.44;1.43;0.35;0.72;1.87;0.99;1.36;1964
Test6;20;USED;418.62;67108864;0.71;0.77;0.89;TRUE;140.73;0.11;89.77;275.32;49.63;158.56;415.22;135.82;248.33;1.42;0.35;0.72;1.87;0.99;1.36;1964
Test7;20;USED;830.43;134217728;0.70;0.73;0.78;TRUE;279.22;0.12;178.17;550.58;99.15;317.04;827.40;271.46;495.21;1.41;0.35;0.71;1.87;0.99;1.36;1964
Test8;20;NOT USED;20.25;2239815;1.06;1.26;2.76;TRUE;0.16;0.12;0.14;13.19;12.98;13.00;13.35;13.10;13.14;1.52;0.79;1.09;1.79;1.08;1.76;1395
Test9;20;NOT USED;32.03;4293938;0.88;1.02;2.43;TRUE;0.16;0.12;0.14;25.22;24.84;24.87;25.38;24.96;25.02;1.54;0.80;1.10;1.79;1.08;1.76;1395
Test10;20;NOT USED;59.08;8869498;0.78;0.89;2.44;TRUE;0.16;0.12;0.13;52.10;51.26;51.32;52.26;51.40;51.46;1.52;0.80;1.09;1.79;1.08;1.76;1395
Test11;20;NOT USED;98.84;15890720;0.75;0.86;2.83;TRUE;0.15;0.12;0.14;93.70;91.81;91.92;93.86;91.95;92.06;1.52;0.80;1.09;1.79;1.08;1.76;1395
Test12;20;NOT USED;193.61;32095088;0.72;0.80;2.23;TRUE;0.16;0.12;0.13;188.16;185.38;185.55;188.32;185.51;185.69;1.51;0.80;1.09;1.79;1.08;1.76;1395
Test13;20;NOT USED;397.11;67108864;0.71;0.78;2.14;TRUE;0.15;0.12;0.13;393.11;387.58;387.88;393.27;387.72;388.02;1.54;0.80;1.10;1.79;1.08;1.76;1395
Test14;20;NOT USED;790.46;134217728;0.70;0.78;2.29;TRUE;0.15;0.12;0.13;787.39;775.13;775.77;787.54;775.25;775.91;1.54;0.80;1.09;1.79;1.08;1.76;1395
;;;;;;;;;;;;;;;;;;;;;;;;
Test1;35;USED;121.29;2239815;0.77;1.04;1.49;TRUE;18.46;0.12;6.71;115.74;12.07;28.55;115.90;12.20;35.26;6.82;0.82;2.66;2.07;0.93;1.41;156
Test2;35;USED;232.72;4293938;0.73;0.89;1.70;TRUE;30.59;0.12;13.02;221.82;23.10;54.68;221.98;23.23;67.70;6.81;0.80;2.66;2.07;0.93;1.41;156
Test3;35;USED;468.33;8869498;0.71;0.82;1.56;TRUE;52.23;0.12;24.27;458.10;47.66;112.90;458.26;47.78;137.17;6.82;0.81;2.66;2.56;0.93;1.44;156
Test4;35;USED;830.64;15890720;0.70;0.76;1.51;TRUE;94.40;0.12;43.54;820.68;85.33;202.21;820.83;85.46;245.75;6.82;0.81;2.66;2.07;0.93;1.41;156
Test5;35;USED;1667.65;32095088;0.70;0.74;1.31;TRUE;177.90;0.12;84.27;1657.48;172.31;408.36;1657.64;172.43;492.64;6.81;0.81;2.66;2.07;0.93;1.43;156
Test6;35;USED;3469.61;67108864;0.70;0.72;1.04;TRUE;367.37;0.13;175.81;3465.60;360.22;853.77;3465.75;360.36;1029.58;6.81;0.81;2.66;2.07;0.93;1.41;156
Test7;35;USED;6942.83;134217728;0.69;0.71;1.01;TRUE;727.34;0.13;351.30;6931.14;720.40;1707.42;6931.30;720.53;2058.73;6.82;0.80;2.65;2.56;0.93;1.44;156
Test8;35;NOT USED;118.20;2239815;0.78;0.97;1.08;TRUE;0.16;0.12;0.14;115.76;24.11;26.74;115.92;24.23;26.88;6.82;1.29;1.92;2.00;1.47;1.63;156
Test9;35;NOT USED;226.38;4293938;0.73;0.83;0.89;TRUE;0.16;0.13;0.14;221.82;46.17;51.20;221.98;46.30;51.35;6.81;1.29;1.92;2.00;1.47;1.63;156
Test10;35;NOT USED;460.82;8869498;0.71;0.76;0.79;TRUE;0.16;0.13;0.14;458.11;95.32;105.70;458.27;95.45;105.84;6.81;1.29;1.92;2.00;1.47;1.63;156
Test11;35;NOT USED;824.10;15890720;0.70;0.73;0.75;TRUE;0.17;0.12;0.14;820.68;170.74;189.32;820.84;170.87;189.46;6.81;1.30;1.92;2.00;1.47;1.63;156
Test12;35;NOT USED;1664.45;32095088;0.70;0.71;0.72;TRUE;0.17;0.12;0.14;1657.48;344.79;382.31;1657.64;344.92;382.45;6.82;1.29;1.92;2.00;1.47;1.63;156
Test13;35;NOT USED;3474.41;67108864;0.70;0.70;0.73;TRUE;0.17;0.12;0.14;3465.60;720.88;799.32;3465.75;721.01;799.47;6.81;1.29;1.92;2.00;1.47;1.63;156
Test14;35;NOT USED;6937.62;134217728;0.69;0.70;0.71;TRUE;0.16;0.13;0.14;6931.12;1441.71;1598.58;6931.28;1441.84;1598.73;6.82;1.29;1.92;2.00;1.47;1.64;156
;;;;;;;;;;;;;;;;;;;;;;;;
Test1;50;USED;44.88;2239815;0.70;1.28;8.99;TRUE;33.60;0.12;7.58;32.93;1.54;18.82;40.57;16.86;26.41;2.46;0.35;1.48;1.92;0.96;1.54;549
Test2;50;USED;74.50;4293938;0.70;0.95;4.29;TRUE;52.00;0.12;13.72;63.07;2.86;36.00;65.34;44.52;49.72;2.47;0.38;1.48;1.92;0.96;1.54;549
Test3;50;USED;135.97;8869498;0.70;0.82;2.49;TRUE;103.31;0.12;26.63;130.21;5.80;74.30;130.77;87.94;100.93;2.46;0.37;1.48;1.92;0.96;1.54;549
Test4;50;USED;246.94;15890720;0.70;0.77;1.71;TRUE;171.01;0.12;46.18;233.24;10.32;133.07;233.38;164.30;179.25;2.46;0.37;1.48;1.92;0.96;1.54;549
Test5;50;USED;481.45;32095088;0.70;0.74;1.26;TRUE;341.08;0.12;93.61;471.02;20.78;268.71;471.16;331.66;362.33;2.45;0.39;1.47;1.92;0.96;1.54;549
Test6;50;USED;988.93;67108864;0.70;0.72;1.06;TRUE;699.35;0.12;194.21;984.80;43.41;561.75;984.95;693.28;755.96;2.49;0.40;1.48;1.92;0.96;1.55;549
Test7;50;USED;1974.31;134217728;0.70;0.71;0.85;TRUE;1400.00;0.12;389.54;1969.54;86.68;1123.45;1969.68;1386.38;1512.99;2.46;0.35;1.48;1.92;0.96;1.54;549
Test8;50;NOT USED;53.84;2239815;0.85;1.07;9.28;TRUE;6.71;0.12;0.27;35.66;32.91;32.99;42.38;33.04;33.26;3.16;1.80;2.36;1.82;1.28;1.59;549
Test9;50;NOT USED;77.96;4293938;0.78;0.98;9.82;TRUE;5.66;0.12;0.25;68.72;63.06;63.19;74.38;63.18;63.44;3.14;1.79;2.36;2.55;1.28;1.61;549
Test10;50;NOT USED;146.09;8869498;0.73;0.82;4.79;TRUE;5.93;0.12;0.26;135.44;130.20;130.32;141.37;130.32;130.58;3.18;1.81;2.36;1.82;1.28;1.60;549
Test11;50;NOT USED;253.53;15890720;0.72;0.76;2.92;TRUE;5.98;0.12;0.26;238.33;233.22;233.34;244.31;233.35;233.61;3.16;1.79;2.36;1.82;1.28;1.59;549
Test12;50;NOT USED;491.82;32095088;0.70;0.75;3.04;TRUE;4.06;0.12;0.22;481.93;471.00;471.24;486.00;471.12;471.47;3.18;1.79;2.37;1.82;1.28;1.59;549
Test13;50;NOT USED;999.02;67108864;0.70;0.70;0.72;TRUE;1.96;0.12;0.18;985.02;984.78;984.81;986.77;984.91;984.99;3.15;1.78;2.36;1.82;1.28;1.59;549
Test14;50;NOT USED;1987.25;134217728;0.70;0.70;0.80;TRUE;6.88;0.12;0.28;1971.58;1969.52;1969.61;1978.46;1969.65;1969.89;3.28;1.80;2.37;1.82;1.28;1.59;549
;;;;;;;;;;;;;;;;;;;;;;;;
Test1;75;USED;75.49;2239815;0.82;3.93;24.27;TRUE;27.71;0.12;11.15;68.02;4.71;13.08;68.19;7.95;24.23;13.20;1.28;4.22;3.00;0.84;1.68
Test2;75;USED;141.21;4293938;0.75;1.06;2.01;TRUE;39.72;0.12;20.48;130.12;8.82;24.71;130.27;21.10;45.19;4.85;0.45;1.36;3.68;0.84;1.46
Test3;75;USED;276.81;8869498;0.72;0.87;1.34;TRUE;70.12;0.13;40.42;268.69;18.16;50.97;268.84;48.30;91.40;4.82;0.43;1.36;3.68;0.84;1.46
Test4;75;USED;487.32;15890720;0.71;0.80;1.25;TRUE;101.01;0.13;65.57;481.33;32.49;91.28;481.48;86.39;156.86;4.88;0.43;1.36;3.68;0.84;1.46
Test5;75;USED;979.40;32095088;0.70;0.74;0.91;TRUE;195.40;0.13;132.01;972.08;65.57;184.31;972.24;174.30;316.33;4.84;0.44;1.36;3.68;0.84;1.46
Test6;75;USED;2039.13;67108864;0.70;0.72;0.88;TRUE;380.89;0.13;271.05;2032.48;137.05;385.33;2032.63;364.24;656.38;4.84;0.46;1.35;3.68;0.84;1.46
Test7;75;USED;4068.90;134217728;0.70;0.71;0.98;TRUE;745.89;0.12;538.03;4064.89;274.06;770.59;4065.04;728.29;1308.62;4.82;0.44;1.35;3.68;0.84;1.46
Test8;75;NOT USED;63.09;2239815;0.83;0.99;1.55;TRUE;3.32;0.12;0.22;47.63;47.30;47.37;50.67;47.42;47.60;;;;;;;382
Test9;75;NOT USED;145.79;4293938;0.75;0.93;13.17;TRUE;0.88;0.12;0.15;130.11;90.84;91.53;130.27;90.96;91.68;4.77;2.46;3.40;1.84;1.31;1.57
Test10;75;NOT USED;283.55;8869498;0.72;0.80;5.97;TRUE;5.06;0.12;0.21;268.69;187.58;188.82;268.84;187.71;189.03;4.76;2.46;3.40;1.84;1.31;1.57
Test11;75;NOT USED;493.30;15890720;0.71;0.76;4.14;TRUE;3.20;0.12;0.18;481.32;336.04;338.17;481.48;336.16;338.35;4.78;2.47;3.40;1.84;1.31;1.58
Test12;75;NOT USED;991.22;32095088;0.70;0.71;1.27;TRUE;3.23;0.12;0.18;972.08;678.67;682.69;972.23;678.79;682.88;4.80;2.48;3.42;1.84;1.31;1.57
Test13;75;NOT USED;2044.15;67108864;0.70;0.70;0.99;TRUE;0.17;0.12;0.14;2032.55;1419.00;1427.33;2032.71;1419.12;1427.47;4.78;2.45;3.40;1.84;1.31;1.57
Test14;75;NOT USED;4079.86;134217728;0.70;0.71;1.27;TRUE;0.89;0.12;0.15;4064.96;2837.95;2854.68;4065.11;2838.07;2854.84;4.77;2.43;3.38;1.84;1.31;1.58

